timestamp,sensor,target,socket,cpu,INSTRUCTION_RETIRED,LLC_MISSES,UNHALTED_CORE_CYCLES,UNHALTED_REFERENCE_CYCLES,time_enabled,time_running
1691184483675,sensor,,0,2,50990673,447552,57810672,98820540,5959748370,5959748370
1691184484676,sensor,,0,3,8400032,661606,23529221,85274358,6960276058,6960276058
1691184484676,sensor,,0,11,5852221,616824,19149578,70222152,6960290170,6960290170
1691184484676,sensor,,0,10,6380349,529497,20924243,74979450,6960214916,6960214916
1691184484676,sensor,,0,4,4949963,345998,14421505,52931424,6960255420,6960255420
1691184484676,sensor,,0,5,3187286,270023,9334284,34431930,6960206282,6960206282
1691184484676,sensor,,0,6,4399334,309621,16156602,58997562,6960209925,6960209925
1691184484676,sensor,,0,7,9979364,442385,16727663,62270910,6960167706,6960167706
1691184484676,sensor,,0,8,111678681,715314,69814960,101893662,6960141891,6960141891
1691184484676,sensor,,0,9,1095404,82383,4507286,15358122,6960109074,6960109074
1691184484676,sensor,,0,0,80563916,542556,42514326,88363860,6960084056,6960084056
1691184484676,sensor,,0,1,3726721,186385,9301016,34195434,6960051104,6960051104
1691184484676,sensor,,0,2,5801731,513873,21689033,78154440,6960064761,6960064761
1691184485676,sensor,,0,3,5967121,525925,18238487,67864680,7960573653,7960573653
1691184485676,sensor,,0,11,5704706,548533,18513483,68060616,7960597865,7960597865
1691184485676,sensor,,0,10,8391699,673098,24985904,93027870,7960525930,7960525930
1691184485676,sensor,,0,4,7139621,402531,21511358,80325336,7960566140,7960566140
1691184485676,sensor,,0,5,2374179,120815,7172394,26768508,7960507851,7960507851
1691184485676,sensor,,0,6,4581512,334359,15578156,58146816,7960510804,7960510804
1691184485676,sensor,,0,7,5291754,152593,7434615,27874782,7960478963,7960478963
1691184485676,sensor,,0,8,5476751,278804,13812651,51367446,7960451801,7960451801
1691184485676,sensor,,0,9,2661420,155376,8622483,31323240,7960412487,7960412487
1691184485676,sensor,,0,0,19087529,289192,15740020,56995380,7960370841,7960370841
1691184485676,sensor,,0,1,64280600,365005,33433554,57067842,7960378068,7960378068
1691184485676,sensor,,0,2,6173117,496057,19940777,74305296,7960367774,7960367774
1691184486676,sensor,,0,3,64790734,535674,37794768,69448626,8960895175,8960895175
1691184486676,sensor,,0,11,5570646,540198,17969303,66458262,8960910723,8960910723
1691184486676,sensor,,0,10,8357130,651894,25034430,91418340,8960830127,8960830127
1691184486676,sensor,,0,4,8009097,469608,27699891,101223720,8960868798,8960868798
1691184486676,sensor,,0,5,2908267,134494,7893603,28973646,8960810167,8960810167
1691184486676,sensor,,0,6,5371380,444624,18224580,67304796,8960811876,8960811876
1691184486676,sensor,,0,7,4830574,101940,6237203,22944636,8960765396,8960765396
1691184486676,sensor,,0,8,112150195,718345,68609034,103167402,8960742577,8960742577
1691184486676,sensor,,0,9,1864250,130643,7379426,25604280,8960701308,8960701308
1691184486676,sensor,,0,0,20329007,346701,17936529,66165294,8960672301,8960672301
1691184486676,sensor,,0,1,3738927,146390,6491163,24247860,8960637687,8960637687
1691184486676,sensor,,0,2,4987284,392841,18032407,65414700,8960648005,8960648005
1691184487677,sensor,,0,3,4005329,335911,11949507,43383054,9961232643,9961232643
1691184487677,sensor,,0,11,66336229,584756,39370113,75943296,9961256670,9961256670
1691184487677,sensor,,0,10,13054954,378426,16427076,60582132,9961182245,9961182245
1691184487677,sensor,,0,4,6440259,405982,22953205,83207514,9961222086,9961222086
1691184487677,sensor,,0,5,2646632,113051,7876315,28849626,9961168483,9961168483
1691184487677,sensor,,0,6,23695113,388923,23687564,85860450,9961188680,9961188680
1691184487677,sensor,,0,7,16247301,356884,19534493,71062758,9961145984,9961145984
1691184487677,sensor,,0,8,116891382,797111,72027033,111015216,9961119130,9961119130
1691184487677,sensor,,0,9,1413853,94161,5388415,18718050,9961085136,9961085136
1691184487677,sensor,,0,0,22077539,432433,23695625,86691930,9961049260,9961049260
1691184487677,sensor,,0,1,7034470,152205,11060554,40631994,9961010498,9961010498
1691184487677,sensor,,0,2,6582972,413717,21404378,77207676,9961037238,9961037238
1691184488677,sensor,,0,3,8148933,478620,21176989,78671190,10961474090,10961474090
1691184488677,sensor,,0,11,20389199,407812,23953892,82492956,10961489619,10961489619
1691184488677,sensor,,0,10,22077608,635085,34359477,121630470,10961414729,10961414729
1691184488677,sensor,,0,4,5376371,432993,19483131,71997588,10961454024,10961454024
1691184488677,sensor,,0,5,77794208,340503,39843336,80581800,10961396604,10961396604
1691184488677,sensor,,0,6,13947095,327114,24299583,89740170,10961401098,10961401098
1691184488677,sensor,,0,7,34482114,372073,28374030,84021990,10961363466,10961363466
1691184488677,sensor,,0,8,15499876,257120,21809246,80000232,10961340268,10961340268
1691184488677,sensor,,0,9,26765499,476339,29431431,89441040,10961310107,10961310107
1691184488677,sensor,,0,0,61560942,349136,33390041,109511064,10961276404,10961276404
1691184488677,sensor,,0,1,5411113,110669,7308009,27192672,10961241984,10961241984
1691184488677,sensor,,0,2,7019748,470477,22416707,83292768,10961255438,10961255438
1691184489677,sensor,,0,3,8498319,560073,23560358,85533942,11961804599,11961804599
1691184489677,sensor,,0,11,5399293,547106,18455120,67026960,11961822404,11961822404
1691184489677,sensor,,0,10,8358164,675822,25409560,91787124,11961748689,11961748689
1691184489677,sensor,,0,4,3875093,331168,14335838,51083214,11961785998,11961785998
1691184489677,sensor,,0,5,62353706,288991,30907852,46167108,11961724681,11961724681
1691184489677,sensor,,0,6,5600260,368770,18480136,64835394,11961717743,11961717743
1691184489677,sensor,,0,7,5136586,90981,5095419,19025448,11961668638,11961668638
1691184489677,sensor,,0,8,110298694,659714,66746986,91021008,11961639726,11961639726
1691184489677,sensor,,0,9,3658915,231558,13145321,45555276,11961609925,11961609925
1691184489677,sensor,,0,0,19594686,277084,15757054,56730336,11961581536,11961581536
1691184489677,sensor,,0,1,5837038,265803,11552638,42745248,11961548257,11961548257
1691184489677,sensor,,0,2,4285850,376742,15609075,55428282,11961588340,11961588340
1691184490678,sensor,,0,3,4900216,382321,16003052,57714852,12962036557,12962036557
1691184490678,sensor,,0,11,5658928,557199,18854537,67447692,12962021732,12962021732
1691184490678,sensor,,0,10,7196439,535491,22708317,81107754,12961939678,12961939678
1691184490678,sensor,,0,4,4401346,381286,17380659,62973534,12961982983,12961982983
1691184490678,sensor,,0,5,63438648,354999,34039051,56717076,12961928744,12961928744
1691184490678,sensor,,0,6,10868829,481982,24851410,83588232,12961962963,12961962963
1691184490678,sensor,,0,7,66440721,703437,40476825,112220394,12961933890,12961933890
1691184490678,sensor,,0,8,109248053,603651,63601179,82015986,12961919840,12961919840
1691184490678,sensor,,0,9,3484915,144833,8584913,27572922,12961880964,12961880964
1691184490678,sensor,,0,0,21119379,318722,20043538,72689682,12961845138,12961845138
1691184490678,sensor,,0,1,5116441,283930,12606759,46195188,12961813545,12961813545
1691184490678,sensor,,0,2,4377872,347679,15616533,56334018,12961828709,12961828709
1691184491678,sensor,,0,3,7759088,700990,25918823,96201378,13962313777,13962313777
1691184491678,sensor,,0,11,13916139,367122,14985419,56089566,13962358452,13962358452
1691184491678,sensor,,0,10,9327188,711523,25180276,93820428,13962281682,13962281682
1691184491678,sensor,,0,4,3380958,207426,9519290,35081514,13962315222,13962315222
1691184491678,sensor,,0,5,62899945,324643,32272148,51207702,13962260860,13962260860
1691184491678,sensor,,0,6,5671509,363661,17332329,64671828,13962263652,13962263652
1691184491678,sensor,,0,7,4894912,133276,6453702,24184290,13962217635,13962217635
1691184491678,sensor,,0,8,3022961,201982,10140453,37695294,13962187035,13962187035
1691184491678,sensor,,0,9,3530175,148969,7821290,27208116,13962152949,13962152949
1691184491678,sensor,,0,0,20416743,428898,19341278,70387512,13962114098,13962114098
1691184491678,sensor,,0,1,11675595,394201,21287135,79323348,13962078408,13962078408
1691184491678,sensor,,0,2,5665057,396406,22229785,82602624,13962096471,13962096471
1691184492678,sensor,,0,3,5337898,474486,17753653,65613990,14962671296,14962671296
1691184492678,sensor,,0,11,5590039,594015,20781073,73923720,14962698451,14962698451
1691184492678,sensor,,0,10,5175574,412977,17859417,62914332,14962624959,14962624959
1691184492678,sensor,,0,4,3553263,350308,13631083,50203062,14962664180,14962664180
1691184492678,sensor,,0,5,2012306,97487,6053414,22021740,14962610508,14962610508
1691184492678,sensor,,0,6,5808018,373298,19446855,70796700,14962634992,14962634992
1691184492678,sensor,,0,7,11253941,561707,21095690,78658398,14962591950,14962591950
1691184492678,sensor,,0,8,111915306,767272,69967882,108953052,14962563714,14962563714
1691184492678,sensor,,0,9,2356786,144861,7987196,28784730,14962532264,14962532264
1691184492678,sensor,,0,0,18536808,229148,12870484,47011926,14962502363,14962502363
1691184492678,sensor,,0,1,63498206,335920,32546052,50965278,14962469290,14962469290
1691184492678,sensor,,0,2,3860722,293245,13877233,50770278,14962485896,14962485896
1691184493678,sensor,,0,3,4501951,427090,14288208,52060944,15962944199,15962944199
1691184493678,sensor,,0,11,6759649,689962,23095838,84516588,15962920215,15962920215
1691184493678,sensor,,0,10,4954987,391400,16522231,60540792,15962839706,15962839706
1691184493678,sensor,,0,4,5565791,466007,20653147,76052964,15962881860,15962881860
1691184493678,sensor,,0,5,2309421,116383,6890242,25290330,15962821192,15962821192
1691184493678,sensor,,0,6,30935775,372257,27312700,87552660,15962837551,15962837551
1691184493678,sensor,,0,7,10399227,547893,20062891,72588438,15962794884,15962794884
1691184493678,sensor,,0,8,111836305,797636,70826673,111079020,15962762773,15962762773
1691184493678,sensor,,0,9,3650614,173441,10259355,36575604,15962723288,15962723288
1691184493678,sensor,,0,0,17930849,168039,11888454,43735536,15962698951,15962698951
1691184493678,sensor,,0,1,65384409,409259,34099158,56158050,15962658701,15962658701
1691184493678,sensor,,0,2,3932540,371044,13563529,48651330,15962679832,15962679832
1691184494679,sensor,,0,3,4686548,416176,14244064,52812318,16963419646,16963419646
1691184494679,sensor,,0,11,6505749,704211,24657127,91041600,16963392754,16963392754
1691184494679,sensor,,0,10,8622626,709875,28305360,104794014,16963304869,16963304869
1691184494679,sensor,,0,4,5219751,453958,20044030,74623926,16963344461,16963344461
1691184494679,sensor,,0,5,2212171,113560,6560733,24423750,16963293438,16963293438
1691184494679,sensor,,0,6,4054642,317306,14751335,55002402,16963301912,16963301912
1691184494679,sensor,,0,7,8481201,361547,14764642,55296150,16963265314,16963265314
1691184494679,sensor,,0,8,5572008,400290,16862907,62536422,16963225658,16963225658
1691184494679,sensor,,0,9,2602873,155258,9353059,34157136,16963190850,16963190850
1691184494679,sensor,,0,0,18016362,216808,11971731,44130918,16963170973,16963170973
1691184494679,sensor,,0,1,62842413,298885,29317619,39790842,16963130595,16963130595
1691184494679,sensor,,0,2,3245036,278621,11966700,44806944,16963120835,16963120835
1691184495679,sensor,,0,3,153025252,1268977,168463341,161126784,17963404462,17963404462
1691184495679,sensor,,0,11,151296380,1394739,161994670,181454286,17963335315,17963335315
1691184495679,sensor,,0,10,213836799,1617541,206707970,180662430,17963215967,17963215967
1691184495679,sensor,,0,4,145954948,1312154,157575949,164785374,17963266953,17963266953
1691184495679,sensor,,0,5,188648443,1316685,166220414,139763052,17963165706,17963165706
1691184495679,sensor,,0,6,179441242,1440959,193431852,198614130,17963097958,17963097958
1691184495679,sensor,,0,7,152894427,1573298,174491109,184715934,17963017312,17963017312
1691184495679,sensor,,0,8,379656988,2419177,292636249,260131950,17962956753,17962956753
1691184495679,sensor,,0,9,77984956,770298,109303682,107902158,17962895631,17962895631
1691184495679,sensor,,0,0,1479173203,3720880,828532534,686834538,17962791021,17962791021
1691184495679,sensor,,0,1,111461189,1342924,146005353,129521340,17962721054,17962721054
1691184495679,sensor,,0,2,174103933,1392578,181307097,180231402,17962660591,17962660591
1691184496679,sensor,,0,3,27785350,381385,33427995,60930870,18963852043,18963852043
1691184496679,sensor,,0,11,13479597,581379,31426874,86102328,18963869020,18963869020
1691184496679,sensor,,0,10,35795194,443975,39322545,76920402,18963804141,18963804141
1691184496679,sensor,,0,4,15904531,520911,38995181,125442330,18963838655,18963838655
1691184496679,sensor,,0,5,29463002,172492,19235261,16420404,18963790272,18963790272
1691184496679,sensor,,0,6,39234492,811914,56324193,132023970,18963789512,18963789512
1691184496679,sensor,,0,7,28627975,286588,27934449,44927298,18963742024,18963742024
1691184496679,sensor,,0,8,274975157,1324727,176985930,164676642,18963711662,18963711662
1691184496679,sensor,,0,9,38655996,816796,68974216,82262934,18963680546,18963680546
1691184496679,sensor,,0,0,204703872,1097822,136404294,163790952,18963642300,18963642300
1691184496679,sensor,,0,1,105374132,2134399,144515216,119701608,18963601148,18963601148
1691184496679,sensor,,0,2,173445289,792929,110674038,87653670,18963623304,18963623304
1691184497680,sensor,,0,3,64341136,413448,36487129,66728064,19964134888,19964134888
1691184497680,sensor,,0,11,8566822,258364,11831095,36939162,19964144804,19964144804
1691184497680,sensor,,0,10,11580528,744602,32467557,117407082,19964072939,19964072939
1691184497680,sensor,,0,4,42949584,456728,36553694,109169112,19964109480,19964109480
1691184497680,sensor,,0,5,1141881,64928,2935723,10904166,19964057902,19964057902
1691184497680,sensor,,0,6,5679715,308012,18326689,67819986,19964060065,19964060065
1691184497680,sensor,,0,7,8568452,432002,19449107,72257562,19964021351,19964021351
1691184497680,sensor,,0,8,3012736,124164,9562728,34941114,19963987142,19963987142
1691184497680,sensor,,0,9,3246321,187124,11854705,42518580,19963960087,19963960087
1691184497680,sensor,,0,0,24141135,339922,26897578,98218848,19963926940,19963926940
1691184497680,sensor,,0,1,16695636,370288,21516646,71566560,19963892071,19963892071
1691184497680,sensor,,0,2,450752,20792,2262503,8131968,19963898858,19963898858
1691184498680,sensor,,0,3,2874958,115824,5057904,17932044,20964600599,20964600599
1691184498680,sensor,,0,11,5087683,471331,15268296,56711460,20964617135,20964617135
1691184498680,sensor,,0,10,12217106,976797,37462208,136901856,20964545852,20964545852
1691184498680,sensor,,0,4,7253683,378448,18254013,67123680,20964580931,20964580931
1691184498680,sensor,,0,5,1622119,83015,3697647,13161096,20964530145,20964530145
1691184498680,sensor,,0,6,4438083,244547,16259579,59534358,20964524843,20964524843
1691184498680,sensor,,0,7,6981407,383699,15445587,56045730,20964485366,20964485366
1691184498680,sensor,,0,8,104024703,745319,66214311,101589540,20964448829,20964448829
1691184498680,sensor,,0,9,9524762,253565,16711021,49354266,20964407347,20964407347
1691184498680,sensor,,0,0,11335486,578845,28976191,105664026,20964377119,20964377119
1691184498680,sensor,,0,1,2706931,135129,6231484,22633104,20964342995,20964342995
1691184498680,sensor,,0,2,78332058,354747,35196413,61645116,20964371410,20964371410
1691184499681,sensor,,0,3,5580192,298387,13442728,46439718,21965033126,21965033126
1691184499681,sensor,,0,11,5685833,498952,16700868,60301020,21965055493,21965055493
1691184499681,sensor,,0,10,12552585,921676,37713252,133098654,21964984805,21964984805
1691184499681,sensor,,0,4,3735067,221038,10260432,37201632,21965019677,21965019677
1691184499681,sensor,,0,5,62246998,293970,30258763,42558594,21964972675,21964972675
1691184499681,sensor,,0,6,6193163,231233,18133851,65706342,21964980631,21964980631
1691184499681,sensor,,0,7,7552485,396293,17154740,61828572,21964955268,21964955268
1691184499681,sensor,,0,8,30585466,345440,32166598,105682902,21964922420,21964922420
1691184499681,sensor,,0,9,111612982,677301,71371881,107090412,21964882056,21964882056
1691184499681,sensor,,0,0,9871966,465363,24977952,90166908,21964851791,21964851791
1691184499681,sensor,,0,1,13635102,235554,12541057,46853508,21964822263,21964822263
1691184499681,sensor,,0,2,16478909,79987,7064187,26185770,21964838384,21964838384
1691184500681,sensor,,0,3,4697980,373042,13913395,52122252,22965327458,22965327458
1691184500681,sensor,,0,11,2985028,214393,7901781,29290248,22965353946,22965353946
1691184500681,sensor,,0,10,12193009,911847,34922808,130385892,22965277907,22965277907
1691184500681,sensor,,0,4,4913956,243772,15484056,57814380,22965313562,22965313562
1691184500681,sensor,,0,5,62112449,306891,30192068,42958656,22965257507,22965257507
1691184500681,sensor,,0,6,2799823,164656,11429026,42074370,22965281765,22965281765
1691184500681,sensor,,0,7,9832733,568319,21526394,80505906,22965240604,22965240604
1691184500681,sensor,,0,8,1954629,170166,9802386,36572952,22965208698,22965208698
1691184500681,sensor,,0,9,3825347,242283,12321668,44613816,22965167443,22965167443
1691184500681,sensor,,0,0,8513361,508345,23700694,88212930,22965129460,22965129460
1691184500681,sensor,,0,1,6292543,496586,15833993,59031882,22965094881,22965094881
1691184500681,sensor,,0,2,17044313,108793,8278892,31027620,22965119943,22965119943
1691184501681,sensor,,0,3,4739666,268840,13873617,47889192,23965685733,23965685733
1691184501681,sensor,,0,11,2664254,265225,8629389,28279914,23965657924,23965657924
1691184501681,sensor,,0,10,12324520,1032071,36641821,124770204,23965572755,23965572755
1691184501681,sensor,,0,4,319575016,2961311,196479232,182886990,23965608996,23965608996
1691184501681,sensor,,0,5,1020508,78764,2980261,9586278,23965560004,23965560004
1691184501681,sensor,,0,6,5231245,279515,15545508,53834118,23965554337,23965554337
1691184501681,sensor,,0,7,6585175,347961,13096286,46981428,23965512844,23965512844
1691184501681,sensor,,0,8,4366820,405106,18772891,65175552,23965487363,23965487363
1691184501681,sensor,,0,9,109484305,592879,63504835,79679028,23965450105,23965450105
1691184501681,sensor,,0,0,7987501,430208,20720419,73021806,23965431933,23965431933
1691184501681,sensor,,0,1,66045964,661577,39548260,79254162,23965391807,23965391807
1691184501681,sensor,,0,2,16721138,82256,7994370,28881996,23965439743,23965439743
1691184502682,sensor,,0,3,5250288,270502,14768614,52892970,24966050649,24966050649
1691184502682,sensor,,0,11,3443678,219992,10974937,40150890,24966095675,24966095675
1691184502682,sensor,,0,10,4640513,290006,14575495,53063400,24966027774,24966027774
1691184502682,sensor,,0,4,64625305,467169,39301650,79601028,24966060263,24966060263
1691184502682,sensor,,0,5,5432785,137679,6646424,24927396,24966015129,24966015129
1691184502682,sensor,,0,6,11919574,459767,22037907,81676218,24966055620,24966055620
1691184502682,sensor,,0,7,6080014,277052,11262949,41438592,24966012518,24966012518
1691184502682,sensor,,0,8,4974963,403613,20238429,74089002,24965987096,24965987096
1691184502682,sensor,,0,9,117548691,726889,70874900,105825798,24965969766,24965969766
1691184502682,sensor,,0,0,13530309,965669,37685374,137373600,24965924332,24965924332
1691184502682,sensor,,0,1,6161638,501172,15771388,57971862,24965884401,24965884401
1691184502682,sensor,,0,2,19856002,249177,14640447,53248728,24965899762,24965899762
1691184503682,sensor,,0,3,6271830,204985,14160261,51743640,25966383164,25966383164
1691184503682,sensor,,0,11,10658792,379287,22827556,81550248,25966392937,25966392937
1691184503682,sensor,,0,10,18167658,226263,22034226,60179418,25966322626,25966322626
1691184503682,sensor,,0,4,5533314,232881,15214936,49705500,25966356624,25966356624
1691184503682,sensor,,0,5,91049006,387252,42992660,82264182,25966307034,25966307034
1691184503682,sensor,,0,6,23380072,575475,31393224,116493858,25966329093,25966329093
1691184503682,sensor,,0,7,8220006,376654,16521812,61276956,25966291374,25966291374
1691184503682,sensor,,0,8,5766161,242297,16267605,54080676,25966264853,25966264853
1691184503682,sensor,,0,9,2060401,99461,6445077,23062962,25966224763,25966224763
1691184503682,sensor,,0,0,13770455,818832,40419600,144704898,25966183567,25966183567
1691184503682,sensor,,0,1,17292572,368745,18571976,66496560,25966148474,25966148474
1691184503682,sensor,,0,2,19911314,232536,15737519,58604910,25966168133,25966168133
1691184504682,sensor,,0,3,3702323,246424,11844008,43606056,26966734519,26966734519
1691184504682,sensor,,0,11,4234276,371132,14572270,53603082,26966755427,26966755427
1691184504682,sensor,,0,10,2975311,174980,10860255,39856518,26966686778,26966686778
1691184504682,sensor,,0,4,4810534,405303,16489075,60532212,26966720778,26966720778
1691184504682,sensor,,0,5,62184457,315166,29667371,42476694,26966676124,26966676124
1691184504682,sensor,,0,6,5626626,317688,14718673,52603746,26966684675,26966684675
1691184504682,sensor,,0,7,7252881,502788,14630368,53979276,26966645031,26966645031
1691184504682,sensor,,0,8,23837417,421327,20688749,75044736,26966621423,26966621423
1691184504682,sensor,,0,9,109269788,617854,59661906,114253308,26966591072,26966591072
1691184504682,sensor,,0,0,10074689,928459,29901054,111142590,26966557015,26966557015
1691184504682,sensor,,0,1,4262296,285174,9997201,37089546,26966515419,26966515419
1691184504682,sensor,,0,2,20859076,461846,20013058,74488128,26966541528,26966541528
1691184505683,sensor,,0,3,3754220,292743,11712785,43044612,27967202295,27967202295
1691184505683,sensor,,0,11,63957039,460300,36717861,65831064,27967222900,27967222900
1691184505683,sensor,,0,10,3681484,241982,13576751,49009116,27967153665,27967153665
1691184505683,sensor,,0,4,5018240,400801,15731255,57151146,27967187420,27967187420
1691184505683,sensor,,0,5,4492679,129599,5619516,20379840,27967147271,27967147271
1691184505683,sensor,,0,6,5921180,337958,15047184,54242370,27967153508,27967153508
1691184505683,sensor,,0,7,4274887,428364,12384451,45817824,27967112995,27967112995
1691184505683,sensor,,0,8,2965040,326293,12998138,47584524,27967093194,27967093194
1691184505683,sensor,,0,9,111342538,677586,64822936,84441240,27967057336,27967057336
1691184505683,sensor,,0,0,10175501,844797,31567475,116871534,27967021584,27967021584
1691184505683,sensor,,0,1,5509450,309258,12145442,44950230,27966986212,27966986212
1691184505683,sensor,,0,2,21167135,532339,24760059,89865282,27967007538,27967007538
1691184506683,sensor,,0,3,3818266,369087,12648453,47307390,28967500207,28967500207
1691184506683,sensor,,0,11,11056675,234579,12440875,46567248,28967503871,28967503871
1691184506683,sensor,,0,10,5903385,308753,19791706,73965138,28967432798,28967432798
1691184506683,sensor,,0,4,13666335,769057,33463170,124879638,28967467267,28967467267
1691184506683,sensor,,0,5,4403374,138653,5505941,20628114,28967422191,28967422191
1691184506683,sensor,,0,6,7201410,300311,16457854,61371570,28967426866,28967426866
1691184506683,sensor,,0,7,4457037,408402,12749669,47455746,28967386467,28967386467
1691184506683,sensor,,0,8,1222272,131755,5845798,21535410,28967353043,28967353043
1691184506683,sensor,,0,9,2500173,142142,7970261,28578420,28967321004,28967321004
